column,dtype,used_by_any_model,models_using_column,decision,exclusion_reason,target_or_post_anomaly_pattern_flag,non_null_pct,unique_values
lte_bler,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.99689807059991,23189
lte_rank,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.6246665425895,4
lte_rb_count,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.99689807059991,98
lte_agg_rb_dl,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,286
lte_bandwidth_dl,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.99379614119984,2
lte_agg_bandwidth_dl,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.99379614119984,6
carrier_count,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,3
scell1_rsrp,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,72.41143991562751,22225
scell1_rsrq,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,72.38972640982692,20409
scell1_sinr,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,72.41143991562751,22481
scell1_cqi,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,70.63403436937776,15
scell1_mcs,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,68.78838637632607,32
scell1_bler,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,68.79148830572616,15644
scell1_rb_count,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,68.79148830572616,100
rach_latency,float64,False,,NOT_USED,not selected for any model objective,False,67.64687635709411,26
rach_result,str,False,,NOT_USED,not selected for any model objective,False,67.66238600409454,4
rach_reason,str,False,,NOT_USED,not selected for any model objective,False,67.66238600409454,4
has_lte_measurement,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
has_lte_dl_throughput,bool,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
is_download_test,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
download_activity_window_raw_flag,bool,True,capability;capability_augmented;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,2
download_analysis_window_flag,bool,True,capability;capability_augmented;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,2
download_context_label,str,True,capability;capability_augmented;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,3
inactive_download_context_flag,bool,True,capability;capability_augmented;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,2
rsrp_bin,str,True,capability_augmented,USED,objective-safe curated feature,False,100.0,4
rsrq_bin,str,True,capability_augmented,USED,objective-safe curated feature,False,100.0,4
sinr_bin,str,True,capability_augmented,USED,objective-safe curated feature,False,100.0,4
poor_rsrp_flag,bool,True,capability_augmented,USED,objective-safe curated feature,False,100.0,2
poor_rsrq_flag,bool,True,capability_augmented,USED,objective-safe curated feature,False,100.0,2
poor_sinr_flag,bool,True,capability_augmented,USED,objective-safe curated feature,False,100.0,2
high_bler_flag,bool,True,capability_augmented,USED,objective-safe curated feature,False,100.0,2
low_cqi_flag,bool,True,capability_augmented,USED,objective-safe curated feature,False,100.0,2
low_rb_allocation_flag,bool,True,capability_augmented,USED,objective-safe curated feature,False,100.0,2
neighbor_count,int64,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,5
best_neighbor_rsrp,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.82008809479497,14835
strong_neighbor_count,int64,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,5
serving_minus_best_neighbor_rsrp,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,99.82008809479497,31925
neighbor_pci_count,int64,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,5
any_event_count_prev30s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_any_event_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
any_event_count_pm30s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_any_event_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
measurement_report_event_count_prev5s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_measurement_report_event_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
measurement_report_event_count_pm5s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_measurement_report_event_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
handover_execution_count_prev5s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_handover_execution_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
handover_execution_count_pm5s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_handover_execution_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
handover_failure_count_prev10s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_handover_failure_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
handover_failure_count_pm10s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_handover_failure_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
rach_attempt_count_prev10s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_rach_attempt_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
rach_attempt_count_pm10s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_rach_attempt_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
rach_failure_count_prev10s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_rach_failure_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
rach_failure_count_pm10s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_rach_failure_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
ca_activation_change_count_prev10s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_ca_activation_change_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
ca_activation_change_count_pm10s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_ca_activation_change_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
failure_other_count_prev10s,int64,False,,NOT_USED,not selected for any model objective,False,100.0,1
near_failure_other_prev_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
failure_other_count_pm10s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_failure_other_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
handover_mobility_count_pm5s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_handover_mobility_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
ca_change_count_pm10s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_ca_change_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
rach_count_pm10s,int64,False,,NOT_USED,target/throughput/post-anomaly name guard,True,100.0,1
near_rach_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
rach_failure_direct_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,2
ca_condition_label,str,True,capability;capability_augmented;capability_pure;cell_aware;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,3
rb_usage_evidence_reliable_flag,bool,False,,NOT_USED,not selected for any model objective,False,100.0,1
reliable_rb_columns,str,False,,NOT_USED,not selected for any model objective,False,100.0,1
rb_reference_column,str,False,,NOT_USED,not selected for any model objective,False,100.0,1
rb_usage_value,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,286
rb_low_usage_threshold,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
rb_medium_usage_threshold,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
rb_high_usage_threshold,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
rb_low_usage_flag,bool,True,resource;temporal_lag,USED,objective-safe curated feature,False,100.0,2
rb_medium_or_high_usage_flag,bool,True,resource;temporal_lag,USED,objective-safe curated feature,False,100.0,2
rb_high_usage_flag,bool,True,resource;temporal_lag,USED,objective-safe curated feature,False,100.0,2
rb_usage_bucket,str,True,resource;temporal_lag,USED,objective-safe curated feature,False,100.0,4
rb_demand_confidence,str,False,,NOT_USED,not selected for any model objective,False,100.0,4
estimated_available_rb,float64,True,resource;temporal_lag,USED,objective-safe curated feature,False,100.0,5
rb_capacity_estimation_method,str,True,resource;temporal_lag,USED,objective-safe curated feature,False,100.0,3
rb_utilization_pct,float64,False,,NOT_USED,not selected for any model objective,False,100.0,471
lte_agg_rb_dl_bin,category,False,,NOT_USED,not selected for any model objective,False,100.0,7
ml_hour_sin,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,8
ml_hour_cos,float64,True,capability;capability_augmented;capability_pure;cell_aware;lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,8
rb_utilization_pct_clipped,float64,True,lstm_temporal;resource;temporal_lag,USED,objective-safe curated feature,False,100.0,370
rb_demand_confidence_ml,str,True,resource;temporal_lag,USED,objective-safe curated feature,False,100.0,4
ml_log1p_measurement_report_event_count_prev5s,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
ml_log1p_handover_execution_count_prev5s,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
ml_log1p_handover_failure_count_prev10s,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
ml_log1p_rach_attempt_count_prev10s,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
ml_log1p_rach_failure_count_prev10s,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
ml_log1p_ca_activation_change_count_prev10s,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
ml_log1p_failure_other_count_prev10s,float64,False,,NOT_USED,not selected for any model objective,False,100.0,1
ml_tp_log_lag_1,float64,True,temporal_lag,USED,objective-safe curated feature,False,99.15937713257647,31879
ml_tp_log_lag_2,float64,True,temporal_lag,USED,objective-safe curated feature,False,98.31875426515293,31609
ml_tp_log_lag_3,float64,True,temporal_lag,USED,objective-safe curated feature,False,97.47813139772938,31339
ml_tp_log_lag_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,95.80308952168248,30803
ml_tp_log_lag_10,float64,True,temporal_lag,USED,objective-safe curated feature,False,91.63099447856567,29462
ml_tp_log_past_median_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,98.31875426515293,18319
ml_tp_log_past_mean_10,float64,True,temporal_lag,USED,objective-safe curated feature,False,97.47813139772938,31425
ml_tp_log_past_slope_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,95.80308952168248,30885
ml_rsrp_lag_1,float64,True,temporal_lag,USED,objective-safe curated feature,False,99.15937713257647,31334
ml_rsrp_past_mean_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,98.31875426515293,31693
ml_sinr_lag_1,float64,True,temporal_lag,USED,objective-safe curated feature,False,99.15937713257647,31473
ml_sinr_past_mean_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,98.31875426515293,31693
ml_rb_lag_1,float64,True,temporal_lag,USED,objective-safe curated feature,False,99.15937713257647,286
ml_rb_past_mean_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,98.31875426515293,1560
ml_bler_lag_1,float64,True,temporal_lag,USED,objective-safe curated feature,False,99.15627520317638,23025
ml_bler_past_mean_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,98.31565233575283,31434
ml_cqi_lag_1,float64,True,temporal_lag,USED,objective-safe curated feature,False,98.82436875736708,15
ml_cqi_past_mean_5,float64,True,temporal_lag,USED,objective-safe curated feature,False,97.98374588994353,119
ml_temporal_history_count,int64,True,temporal_lag,USED,objective-safe curated feature,False,100.0,21
