category,file,path
plots,ml_23_actual_vs_q75_resource_oof.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_23_actual_vs_q75_resource_oof.png
plots,ml_24_actual_vs_lstm_oof.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_24_actual_vs_lstm_oof.png
plots,ml_30_hgb_temporal_train_then_heldout_sequence.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_30_hgb_temporal_train_then_heldout_sequence.png
plots,ml_31_hgb_resource_train_then_heldout_sequence.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_31_hgb_resource_train_then_heldout_sequence.png
plots,ml_32_q75_resource_train_then_heldout_sequence.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_32_q75_resource_train_then_heldout_sequence.png
plots,ml_33_lstm_train_then_heldout_sequence.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_33_lstm_train_then_heldout_sequence.png
plots,ml_34_iforest_oof_strength_distribution.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_34_iforest_oof_strength_distribution.png
plots,ml_35_q75_resource_calibration_by_decile.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_35_q75_resource_calibration_by_decile.png
plots,ml_36_final_model_selection_r2.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_36_final_model_selection_r2.png
plots,ml_37_final_model_selection_mae.png,Throughput_Anomaly_Detection_Outputs\03_plots\ml_37_final_model_selection_mae.png
plots,stat_28_fusion_component_contribution_audit.png,Throughput_Anomaly_Detection_Outputs\03_plots\stat_28_fusion_component_contribution_audit.png
final_rca_handoff,FINAL_RCA_KEY_FILES_MANIFEST.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\FINAL_RCA_KEY_FILES_MANIFEST.csv
final_rca_handoff,fixed_low_tp_threshold_downstream_sensitivity.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\fixed_low_tp_threshold_downstream_sensitivity.csv
final_rca_handoff,fixed_low_tp_threshold_row_sensitivity.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\fixed_low_tp_threshold_row_sensitivity.csv
final_rca_handoff,fusion_component_empirical_validation.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\fusion_component_empirical_validation.csv
final_rca_handoff,fusion_evidence_ceiling_sensitivity.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\fusion_evidence_ceiling_sensitivity.csv
final_rca_handoff,fusion_independent_family_overlap.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\fusion_independent_family_overlap.csv
final_rca_handoff,fusion_weight_health_check.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\fusion_weight_health_check.csv
final_rca_handoff,ml_feature_leakage_audit.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\ml_feature_leakage_audit.csv
final_rca_handoff,ml_final_model_artifact_manifest.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\ml_final_model_artifact_manifest.csv
final_rca_handoff,ml_final_model_selection_summary.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\ml_final_model_selection_summary.csv
final_rca_handoff,ml_q75_operational_decile_validation.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\ml_q75_operational_decile_validation.csv
final_rca_handoff,operational_incident_consolidation_sensitivity.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\operational_incident_consolidation_sensitivity.csv
final_rca_handoff,rca_handoff_integrity_validation.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\rca_handoff_integrity_validation.csv
final_rca_handoff,rca_handoff_integrity_validation.json,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\rca_handoff_integrity_validation.json
final_rca_handoff,README_FIRST_RCA_HANDOFF.txt,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\README_FIRST_RCA_HANDOFF.txt
final_rca_handoff,statistical_low_tail_method_overlap.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\statistical_low_tail_method_overlap.csv
final_rca_handoff,statistical_threshold_calibration_report.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\statistical_threshold_calibration_report.csv
final_rca_handoff,top20_required_validation_files_manifest.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\top20_required_validation_files_manifest.csv
final_rca_handoff,ca_underperformance_top_02.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\ca_underperformance_top_02.png
final_rca_handoff,ca_underperformance_top_07.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\ca_underperformance_top_07.png
final_rca_handoff,radio_condition_expected_underperformance_top_06.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\radio_condition_expected_underperformance_top_06.png
final_rca_handoff,radio_limited_degradation_top_01.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\radio_limited_degradation_top_01.png
final_rca_handoff,radio_limited_degradation_top_09.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\radio_limited_degradation_top_09.png
final_rca_handoff,radio_limited_degradation_top_10.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\radio_limited_degradation_top_10.png
final_rca_handoff,rb_conditioned_expected_underperformance_top_05.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\rb_conditioned_expected_underperformance_top_05.png
final_rca_handoff,rb_conditioned_expected_underperformance_top_14.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\rb_conditioned_expected_underperformance_top_14.png
final_rca_handoff,temporal_local_drop_top_03.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\temporal_local_drop_top_03.png
final_rca_handoff,temporal_local_drop_top_11.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\temporal_local_drop_top_11.png
final_rca_handoff,temporal_local_drop_top_12.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\temporal_local_drop_top_12.png
final_rca_handoff,temporal_sudden_drop_top_15.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\01_top_anomaly_case_plots\temporal_sudden_drop_top_15.png
final_rca_handoff,anomalous_eci_approx_locations.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\02_eci_location_maps\anomalous_eci_approx_locations.csv
final_rca_handoff,anomalous_eci_approx_locations.geojson,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\02_eci_location_maps\anomalous_eci_approx_locations.geojson
final_rca_handoff,anomalous_eci_approx_locations_map.html,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\02_eci_location_maps\anomalous_eci_approx_locations_map.html
final_rca_handoff,anomalous_eci_approx_locations_static.png,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\02_eci_location_maps\anomalous_eci_approx_locations_static.png
final_rca_handoff,rca_anomaly_incidents_full_compact.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\rca_anomaly_incidents_full_compact.csv
final_rca_handoff,rca_anomaly_incidents_full_compact.json,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\rca_anomaly_incidents_full_compact.json
final_rca_handoff,rca_anomaly_incidents_shortlist_diverse.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\rca_anomaly_incidents_shortlist_diverse.csv
final_rca_handoff,rca_anomaly_incidents_shortlist_diverse.json,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\rca_anomaly_incidents_shortlist_diverse.json
final_rca_handoff,rca_json_schema_dictionary.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\rca_json_schema_dictionary.csv
final_rca_handoff,rca_radio_limited_planning_incidents.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\rca_radio_limited_planning_incidents.csv
final_rca_handoff,top_anomaly_case_gap_drop_plot_index.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\top_anomaly_case_gap_drop_plot_index.csv
final_rca_handoff,worst_performing_cells_confirmed.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\worst_performing_cells_confirmed.csv
final_rca_handoff,worst_performing_cells_ranked.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\worst_performing_cells_ranked.csv
final_rca_handoff,worst_performing_cells_rca_handoff.json,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\worst_performing_cells_rca_handoff.json
final_rca_handoff,worst_performing_cells_watchlist_low_reliability.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\worst_performing_cells_watchlist_low_reliability.csv
final_rca_handoff,worst_performing_pci_ranked.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\worst_performing_pci_ranked.csv
final_rca_handoff,worst_performing_pci_rca_handoff.json,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\worst_performing_pci_rca_handoff.json
final_rca_handoff,final_output_file_index.csv,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\final_output_file_index.csv
final_rca_handoff,final_run_metadata.json,Throughput_Anomaly_Detection_Outputs\04_rca_handoff_final\00_key_review_files\final_run_metadata.json
