id,id_imsi,id_session_time,id_route_test_label,id_location_label,id_test_type,id_log_time
542020041221088+20250826113136+Fiji-Nadi-MO-D!20250826102014,542020041221088,2025-08-26 11:31:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:20:14
542020041221088+20250826113357+Fiji-Nadi-MO-D!20250826102219,542020041221088,2025-08-26 11:33:57,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:22:19
542020041221088+20250826113457+Fiji-Nadi-MO-D!20250826102429,542020041221088,2025-08-26 11:34:57,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:24:29
542020041221088+20250826113918+Fiji-Nadi-MO-D!20250826102634,542020041221088,2025-08-26 11:39:18,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:26:34
542020041221088+20250826114439+Fiji-Nadi-MO-D!20250826102840,542020041221088,2025-08-26 11:44:39,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:28:40
542020041221088+20250826114759+Fiji-Nadi-MO-D!20250826103045,542020041221088,2025-08-26 11:47:59,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:30:45
542020041221088+20250826114940+Fiji-Nadi-MO-D!20250826103249,542020041221088,2025-08-26 11:49:40,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:32:49
542020041221088+20250826115000+Fiji-Nadi-MO-D!20250826103454,542020041221088,2025-08-26 11:50:00,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:34:54
542020041221088+20250826115020+Fiji-Nadi-MO-D!20250826103706,542020041221088,2025-08-26 11:50:20,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:37:06
542020041221088+20250826115040+Fiji-Nadi-MO-D!20250826103908,542020041221088,2025-08-26 11:50:40,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:39:08
542020041221088+20250826115100+Fiji-Nadi-MO-D!20250826104115,542020041221088,2025-08-26 11:51:00,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:41:15
542020041221088+20250826115120+Fiji-Nadi-MO-D!20250826104319,542020041221088,2025-08-26 11:51:20,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:43:19
542020041221088+20250826115200+Fiji-Nadi-MO-D!20250826104521,542020041221088,2025-08-26 11:52:00,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:45:21
542020041221088+20250826115220+Fiji-Nadi-MO-D!20250826104728,542020041221088,2025-08-26 11:52:20,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:47:28
542020041221088+20250826115401+Fiji-Nadi-MO-D!20250826104932,542020041221088,2025-08-26 11:54:01,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:49:32
542020041221088+20250826115441+Fiji-Nadi-MO-D!20250826105137,542020041221088,2025-08-26 11:54:41,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:51:37
542020041221088+20250826115622+Fiji-Nadi-MO-D!20250826105342,542020041221088,2025-08-26 11:56:22,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:53:42
542020041221088+20250826115642+Fiji-Nadi-MO-D!20250826105547,542020041221088,2025-08-26 11:56:42,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:55:47
542020041221088+20250826115702+Fiji-Nadi-MO-D!20250826105753,542020041221088,2025-08-26 11:57:02,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:57:53
542020041221088+20250826115722+Fiji-Nadi-MO-D!20250826105957,542020041221088,2025-08-26 11:57:22,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 10:59:57
542020041221088+20250826115742+Fiji-Nadi-MO-D!20250826110201,542020041221088,2025-08-26 11:57:42,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:02:01
542020041221088+20250826115822+Fiji-Nadi-MO-D!20250826110406,542020041221088,2025-08-26 11:58:22,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:04:06
542020041221088+20250826115942+Fiji-Nadi-MO-D!20250826110608,542020041221088,2025-08-26 11:59:42,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:06:08
542020041221088+20250826120022+Fiji-Nadi-MO-D!20250826110814,542020041221088,2025-08-26 12:00:22,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:08:14
542020041221088+20250826120303+Fiji-Nadi-MO-D!20250826111019,542020041221088,2025-08-26 12:03:03,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:10:19
542020041221088+20250826120323+Fiji-Nadi-MO-D!20250826111225,542020041221088,2025-08-26 12:03:23,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:12:25
542020041221088+20250826120543+Fiji-Nadi-MO-D!20250826111429,542020041221088,2025-08-26 12:05:43,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:14:29
542020041221088+20250826120724+Fiji-Nadi-MO-D!20250826111633,542020041221088,2025-08-26 12:07:24,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:16:33
542020041221088+20250826120804+Fiji-Nadi-MO-D!20250826111835,542020041221088,2025-08-26 12:08:04,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:18:35
542020041221088+20250826120844+Fiji-Nadi-MO-D!20250826112038,542020041221088,2025-08-26 12:08:44,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:20:38
542020041221088+20250826120924+Fiji-Nadi-MO-D!20250826112243,542020041221088,2025-08-26 12:09:24,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:22:43
542020041221088+20250826121024+Fiji-Nadi-MO-D!20250826112438,542020041221088,2025-08-26 12:10:24,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:24:38
542020041221088+20250826121045+Fiji-Nadi-MO-D!20250826112644,542020041221088,2025-08-26 12:10:45,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:26:44
542020041221088+20250826121105+Fiji-Nadi-MO-D!20250826112851,542020041221088,2025-08-26 12:11:05,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:28:51
542020041221088+20250826121125+Fiji-Nadi-MO-D!20250826113052,542020041221088,2025-08-26 12:11:25,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:30:52
542020041221088+20250826121145+Fiji-Nadi-MO-D!20250826113300,542020041221088,2025-08-26 12:11:45,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:33:00
542020041221088+20250826121405+Fiji-Nadi-MO-D!20250826113458,542020041221088,2025-08-26 12:14:05,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:34:58
542020041221088+20250826121526+Fiji-Nadi-MO-D!20250826113701,542020041221088,2025-08-26 12:15:26,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:37:01
542020041221088+20250826121826+Fiji-Nadi-MO-D!20250826113904,542020041221088,2025-08-26 12:18:26,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:39:04
542020041221088+20250826122127+Fiji-Nadi-MO-D!20250826114104,542020041221088,2025-08-26 12:21:27,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:41:04
542020041221088+20250826122527+Fiji-Nadi-MO-D!20250826114308,542020041221088,2025-08-26 12:25:27,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:43:08
542020041221088+20250826122547+Fiji-Nadi-MO-D!20250826114505,542020041221088,2025-08-26 12:25:47,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:45:05
542020041221088+20250826122928+Fiji-Nadi-MO-D!20250826114710,542020041221088,2025-08-26 12:29:28,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:47:10
542020041221088+20250826122948+Fiji-Nadi-MO-D!20250826114909,542020041221088,2025-08-26 12:29:48,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:49:09
542020041221088+20250826123429+Fiji-Nadi-MO-D!20250826115105,542020041221088,2025-08-26 12:34:29,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:51:05
542020041221088+20250826123529+Fiji-Nadi-MO-D!20250826115316,542020041221088,2025-08-26 12:35:29,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:53:16
542020041221088+20250826124331+Fiji-Nadi-MO-D!20250826115513,542020041221088,2025-08-26 12:43:31,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:55:13
542020041221088+20250826124611+Fiji-Nadi-MO-D!20250826115723,542020041221088,2025-08-26 12:46:11,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:57:23
542020041221088+20250826124712+Fiji-Nadi-MO-D!20250826115920,542020041221088,2025-08-26 12:47:12,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 11:59:20
542020041221088+20250826124832+Fiji-Nadi-MO-D!20250826120120,542020041221088,2025-08-26 12:48:32,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:01:20
542020041221088+20250826125854+Fiji-Nadi-MO-D!20250826120327,542020041221088,2025-08-26 12:58:54,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:03:27
542020041221088+20250826125914+Fiji-Nadi-MO-D!20250826120526,542020041221088,2025-08-26 12:59:14,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:05:26
542020041221088+20250826125935+Fiji-Nadi-MO-D!20250826120722,542020041221088,2025-08-26 12:59:35,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:07:22
542020041221088+20250826130115+Fiji-Nadi-MO-D!20250826120917,542020041221088,2025-08-26 13:01:15,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:09:17
542020041221088+20250826130135+Fiji-Nadi-MO-D!20250826121121,542020041221088,2025-08-26 13:01:35,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:11:21
542020041221088+20250826130155+Fiji-Nadi-MO-D!20250826121324,542020041221088,2025-08-26 13:01:55,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:13:24
542020041221088+20250826130215+Fiji-Nadi-MO-D!20250826121524,542020041221088,2025-08-26 13:02:15,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:15:24
542020041221088+20250826130235+Fiji-Nadi-MO-D!20250826121722,542020041221088,2025-08-26 13:02:35,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:17:22
542020041221088+20250826130255+Fiji-Nadi-MO-D!20250826121933,542020041221088,2025-08-26 13:02:55,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:19:33
542020041221088+20250826130315+Fiji-Nadi-MO-D!20250826122130,542020041221088,2025-08-26 13:03:15,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:21:30
542020041221088+20250826130335+Fiji-Nadi-MO-D!20250826122329,542020041221088,2025-08-26 13:03:35,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:23:29
542020041221088+20250826130355+Fiji-Nadi-MO-D!20250826122526,542020041221088,2025-08-26 13:03:55,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:25:26
542020041221088+20250826130416+Fiji-Nadi-MO-D!20250826122729,542020041221088,2025-08-26 13:04:16,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:27:29
542020041221088+20250826130436+Fiji-Nadi-MO-D!20250826122931,542020041221088,2025-08-26 13:04:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:29:31
542020041221088+20250826130456+Fiji-Nadi-MO-D!20250826123129,542020041221088,2025-08-26 13:04:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:31:29
542020041221088+20250826130516+Fiji-Nadi-MO-D!20250826123329,542020041221088,2025-08-26 13:05:16,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:33:29
542020041221088+20250826130536+Fiji-Nadi-MO-D!20250826123526,542020041221088,2025-08-26 13:05:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:35:26
542020041221088+20250826130556+Fiji-Nadi-MO-D!20250826123727,542020041221088,2025-08-26 13:05:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:37:27
542020041221088+20250826130616+Fiji-Nadi-MO-D!20250826123926,542020041221088,2025-08-26 13:06:16,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:39:26
542020041221088+20250826130636+Fiji-Nadi-MO-D!20250826124130,542020041221088,2025-08-26 13:06:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:41:30
542020041221088+20250826130656+Fiji-Nadi-MO-D!20250826124340,542020041221088,2025-08-26 13:06:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:43:40
542020041221088+20250826130716+Fiji-Nadi-MO-D!20250826124549,542020041221088,2025-08-26 13:07:16,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:45:49
542020041221088+20250826130756+Fiji-Nadi-MO-D!20250826124750,542020041221088,2025-08-26 13:07:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:47:50
542020041221088+20250826130816+Fiji-Nadi-MO-D!20250826124948,542020041221088,2025-08-26 13:08:16,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:49:48
542020041221088+20250826130836+Fiji-Nadi-MO-D!20250826125146,542020041221088,2025-08-26 13:08:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:51:46
542020041221088+20250826130856+Fiji-Nadi-MO-D!20250826125356,542020041221088,2025-08-26 13:08:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:53:56
542020041221088+20250826130916+Fiji-Nadi-MO-D!20250826125552,542020041221088,2025-08-26 13:09:16,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:55:52
542020041221088+20250826130936+Fiji-Nadi-MO-D!20250826125801,542020041221088,2025-08-26 13:09:36,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 12:58:01
542020041221088+20250826130956+Fiji-Nadi-MO-D!20250826130000,542020041221088,2025-08-26 13:09:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 13:00:00
542020041221088+20250826130956+Fiji-Nadi-MO-D!20250826130019,542020041221088,2025-08-26 13:09:56,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 13:00:19
542020041221088+20250826141240+Fiji-Nadi-MO-D!20250826135200,542020041221088,2025-08-26 14:12:40,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 13:52:00
542020041221088+20250826143543+Fiji-Nadi-MO-D!20250826135405,542020041221088,2025-08-26 14:35:43,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 13:54:05
542020041221088+20250826144725+Fiji-Nadi-MO-D!20250826135607,542020041221088,2025-08-26 14:47:25,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 13:56:07
542020041221088+20250826144745+Fiji-Nadi-MO-D!20250826135812,542020041221088,2025-08-26 14:47:45,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 13:58:12
542020041221088+20250826145026+Fiji-Nadi-MO-D!20250826140017,542020041221088,2025-08-26 14:50:26,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:00:17
542020041221088+20250826150709+Fiji-Nadi-MO-D!20250826140223,542020041221088,2025-08-26 15:07:09,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:02:23
542020041221088+20250826150909+Fiji-Nadi-MO-D!20250826140431,542020041221088,2025-08-26 15:09:09,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:04:31
542020041221088+20250826151731+Fiji-Nadi-MO-D!20250826140634,542020041221088,2025-08-26 15:17:31,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:06:34
542020041221088+20250826152152+Fiji-Nadi-MO-D!20250826140838,542020041221088,2025-08-26 15:21:52,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:08:38
542020041221088+20250826152212+Fiji-Nadi-MO-D!20250826141040,542020041221088,2025-08-26 15:22:12,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:10:40
542020041221088+20250826152232+Fiji-Nadi-MO-D!20250826141247,542020041221088,2025-08-26 15:22:32,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:12:47
542020041221088+20250826152252+Fiji-Nadi-MO-D!20250826141450,542020041221088,2025-08-26 15:22:52,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:14:50
542020041221088+20250826152312+Fiji-Nadi-MO-D!20250826141658,542020041221088,2025-08-26 15:23:12,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:16:58
542020041221088+20250826152332+Fiji-Nadi-MO-D!20250826141901,542020041221088,2025-08-26 15:23:32,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:19:01
542020041221088+20250826152352+Fiji-Nadi-MO-D!20250826142106,542020041221088,2025-08-26 15:23:52,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:21:06
542020041221088+20250826152412+Fiji-Nadi-MO-D!20250826142310,542020041221088,2025-08-26 15:24:12,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:23:10
542020041221088+20250826152432+Fiji-Nadi-MO-D!20250826142514,542020041221088,2025-08-26 15:24:32,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:25:14
542020041221088+20250826152452+Fiji-Nadi-MO-D!20250826142724,542020041221088,2025-08-26 15:24:52,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:27:24
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826142932,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:29:32
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143138,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:31:38
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143344,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:33:44
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143549,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:35:49
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143754,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:37:54
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826143959,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:39:59
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144209,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:42:09
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144412,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:44:12
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144619,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:46:19
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826144817,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:48:17
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145023,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:50:23
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145229,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:52:29
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145438,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:54:38
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145642,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:56:42
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826145850,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 14:58:50
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150057,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:00:57
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150303,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:03:03
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150509,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:05:09
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150712,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:07:12
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826150914,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:09:14
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151121,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:11:21
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151327,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:13:27
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151532,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:15:32
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151736,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:17:36
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826151943,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:19:43
542020041221088+20250826152508+Fiji-Nadi-MO-D!20250826152133,542020041221088,2025-08-26 15:25:08,Fiji-Nadi-MO-D,Fiji-Nadi,MO-D,2025-08-26 15:21:33
542020041221088+20250827094025+Fiji-Nadi-LTE-DL-D!20250827093942,542020041221088,2025-08-27 09:40:25,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:39:42
542020041221088+20250827094505+Fiji-Nadi-LTE-DL-D!20250827094151,542020041221088,2025-08-27 09:45:05,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:41:51
542020041221088+20250827094725+Fiji-Nadi-LTE-DL-D!20250827094401,542020041221088,2025-08-27 09:47:25,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:44:01
542020041221088+20250827094925+Fiji-Nadi-LTE-DL-D!20250827094611,542020041221088,2025-08-27 09:49:25,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:46:11
542020041221088+20250827095105+Fiji-Nadi-LTE-DL-D!20250827094821,542020041221088,2025-08-27 09:51:05,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:48:21
542020041221088+20250827095145+Fiji-Nadi-LTE-DL-D!20250827095034,542020041221088,2025-08-27 09:51:45,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:50:34
542020041221088+20250827095225+Fiji-Nadi-LTE-DL-D!20250827095140,542020041221088,2025-08-27 09:52:25,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:51:40
542020041221088+20250827095725+Fiji-Nadi-LTE-DL-D!20250827095641,542020041221088,2025-08-27 09:57:25,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:56:41
542020041221088+20250827100005+Fiji-Nadi-LTE-DL-D!20250827095853,542020041221088,2025-08-27 10:00:05,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 09:58:53
542020041221088+20250827100145+Fiji-Nadi-LTE-DL-D!20250827100105,542020041221088,2025-08-27 10:01:45,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:01:05
542020041221088+20250827100345+Fiji-Nadi-LTE-DL-D!20250827100319,542020041221088,2025-08-27 10:03:45,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:03:19
542020041221088+20250827100525+Fiji-Nadi-LTE-DL-D!20250827100437,542020041221088,2025-08-27 10:05:25,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:04:37
542020041221088+20250827102006+Fiji-Nadi-LTE-DL-D!20250827101931,542020041221088,2025-08-27 10:20:06,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:19:31
542020041221088+20250827102346+Fiji-Nadi-LTE-DL-D!20250827102142,542020041221088,2025-08-27 10:23:46,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:21:42
542020041221088+20250827102526+Fiji-Nadi-LTE-DL-D!20250827102354,542020041221088,2025-08-27 10:25:26,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:23:54
542020041221088+20250827102746+Fiji-Nadi-LTE-DL-D!20250827102604,542020041221088,2025-08-27 10:27:46,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:26:04
542020041221088+20250827102926+Fiji-Nadi-LTE-DL-D!20250827102813,542020041221088,2025-08-27 10:29:26,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:28:13
542020041221088+20250827103246+Fiji-Nadi-LTE-DL-D!20250827103001,542020041221088,2025-08-27 10:32:46,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:30:01
542020041221088+20250827103926+Fiji-Nadi-LTE-DL-D!20250827103843,542020041221088,2025-08-27 10:39:26,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:38:43
542020041221088+20250827104126+Fiji-Nadi-LTE-DL-D!20250827104054,542020041221088,2025-08-27 10:41:26,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:40:54
542020041221088+20250827104347+Fiji-Nadi-LTE-DL-D!20250827104305,542020041221088,2025-08-27 10:43:47,Fiji-Nadi-LTE-DL-D,Fiji-Nadi,DL-D,2025-08-27 10:43:05
