ca_condition_label,carrier_count,rows,mean,p10,p25,median,p75,p90,pct_below_10
unknown_carrier_count,1.979320780341745,1,92.971,92.971,92.971,92.971,92.971,92.971,0.0
unknown_carrier_count,1.9804179519567777,1,63.476,63.476,63.476,63.476,63.476,63.476,0.0
unknown_carrier_count,1.9804947265992052,1,42.789,42.789,42.789,42.789,42.789,42.789,0.0
unknown_carrier_count,1.9808590370809385,1,38.767,38.767,38.767,38.767,38.767,38.767,0.0
unknown_carrier_count,1.9809785044949058,1,63.811,63.811,63.811,63.811,63.811,63.811,0.0
unknown_carrier_count,1.981705590537153,1,39.084,39.084,39.084,39.084,39.084,39.084,0.0
unknown_carrier_count,1.9821747201106308,1,31.559,31.559,31.559,31.559,31.559,31.559,0.0
unknown_carrier_count,1.9823150136880348,1,77.429,77.429,77.429,77.429,77.429,77.429,0.0
unknown_carrier_count,1.9825426674938957,1,11.458,11.458,11.458,11.458,11.458,11.458,0.0
unknown_carrier_count,1.9835110248009622,1,83.209,83.209,83.209,83.209,83.209,83.209,0.0
unknown_carrier_count,1.9836059624864526,1,35.525,35.525,35.525,35.525,35.525,35.525,0.0
unknown_carrier_count,1.9837135163970234,1,40.742,40.742,40.742,40.742,40.742,40.742,0.0
unknown_carrier_count,1.9838674236483893,1,114.028,114.028,114.028,114.028,114.028,114.028,0.0
unknown_carrier_count,1.9840569226863707,1,80.79,80.79,80.79,80.79,80.79,80.79,0.0
unknown_carrier_count,1.9851865273315163,1,18.278,18.278,18.278,18.278,18.278,18.278,0.0
unknown_carrier_count,1.985646216892041,1,50.768,50.768,50.768,50.768,50.768,50.768,0.0
unknown_carrier_count,1.9867183942940698,1,25.212,25.212,25.212,25.212,25.212,25.212,0.0
unknown_carrier_count,1.986904774317793,1,32.636,32.636,32.636,32.636,32.636,32.636,0.0
unknown_carrier_count,1.9869802485801973,1,65.674,65.674,65.674,65.674,65.674,65.674,0.0
unknown_carrier_count,1.9875473406097521,1,44.237,44.237,44.237,44.237,44.237,44.237,0.0
unknown_carrier_count,1.987707960467955,1,61.254,61.254,61.254,61.254,61.254,61.254,0.0
unknown_carrier_count,1.988399102100177,1,89.316,89.316,89.316,89.316,89.316,89.316,0.0
unknown_carrier_count,1.9884304201325376,1,20.357,20.357,20.357,20.357,20.357,20.357,0.0
unknown_carrier_count,1.9893331657585962,1,61.309,61.309,61.309,61.309,61.309,61.309,0.0
unknown_carrier_count,1.990575304676308,1,13.486,13.486,13.486,13.486,13.486,13.486,0.0
unknown_carrier_count,1.9909961639555398,1,34.4,34.4,34.4,34.4,34.4,34.4,0.0
unknown_carrier_count,1.9910292980265287,1,56.057,56.057,56.057,56.057,56.057,56.057,0.0
unknown_carrier_count,1.9911772196370403,1,66.666,66.666,66.666,66.666,66.666,66.666,0.0
unknown_carrier_count,1.9913633861930922,1,59.016,59.016,59.016,59.016,59.016,59.016,0.0
unknown_carrier_count,1.9915026881107356,1,31.233,31.233,31.233,31.233,31.233,31.233,0.0
unknown_carrier_count,1.9921683229297877,1,19.955,19.955,19.955,19.955,19.955,19.955,0.0
unknown_carrier_count,1.9932886116215895,1,108.961,108.961,108.961,108.961,108.961,108.961,0.0
unknown_carrier_count,1.993500553335234,1,47.171,47.171,47.171,47.171,47.171,47.171,0.0
unknown_carrier_count,1.9942278741584154,1,49.982,49.982,49.982,49.982,49.982,49.982,0.0
unknown_carrier_count,1.9950732186392504,1,50.994,50.994,50.994,50.994,50.994,50.994,0.0
unknown_carrier_count,1.9953632531471346,1,47.821,47.821,47.821,47.821,47.821,47.821,0.0
unknown_carrier_count,1.9953792698108357,1,89.404,89.404,89.404,89.404,89.404,89.404,0.0
unknown_carrier_count,1.9957294994921775,1,5.075,5.075,5.075,5.075,5.075,5.075,100.0
unknown_carrier_count,1.996519872872241,1,88.577,88.577,88.577,88.577,88.577,88.577,0.0
unknown_carrier_count,1.9969955856089072,1,32.757,32.757,32.757,32.757,32.757,32.757,0.0
unknown_carrier_count,1.9971426599474968,1,65.932,65.932,65.932,65.932,65.932,65.932,0.0
unknown_carrier_count,1.9980408813968549,1,116.157,116.157,116.157,116.157,116.157,116.157,0.0
unknown_carrier_count,1.9984939481665012,1,53.93,53.93,53.93,53.93,53.93,53.93,0.0
unknown_carrier_count,1.9985318183868017,1,92.195,92.195,92.195,92.195,92.195,92.195,0.0
unknown_carrier_count,1.998649744542605,1,43.915,43.915,43.915,43.915,43.915,43.915,0.0
unknown_carrier_count,1.998757604099821,1,124.889,124.889,124.889,124.889,124.889,124.889,0.0
unknown_carrier_count,1.9988033407184693,1,64.611,64.611,64.611,64.611,64.611,64.611,0.0
unknown_carrier_count,1.9999124020055907,1,72.654,72.654,72.654,72.654,72.654,72.654,0.0
unknown_carrier_count,1.9999559908278584,1,90.982,90.982,90.982,90.982,90.982,90.982,0.0
unknown_carrier_count,1.9999975257836793,1,88.81,88.81,88.81,88.81,88.81,88.81,0.0
unknown_carrier_count,2.0011423405110125,1,55.69,55.69,55.69,55.69,55.69,55.69,0.0
unknown_carrier_count,2.0014084513826473,1,89.834,89.834,89.834,89.834,89.834,89.834,0.0
unknown_carrier_count,2.001419412623706,1,37.401,37.401,37.401,37.401,37.401,37.401,0.0
unknown_carrier_count,2.003042359310754,1,0.649,0.649,0.649,0.649,0.649,0.649,100.0
unknown_carrier_count,2.0032275903928523,1,49.501,49.501,49.501,49.501,49.501,49.501,0.0
unknown_carrier_count,2.0036257515367066,1,16.54,16.54,16.54,16.54,16.54,16.54,0.0
unknown_carrier_count,2.004150800422337,1,52.196,52.196,52.196,52.196,52.196,52.196,0.0
unknown_carrier_count,2.004344461524323,1,57.256,57.256,57.256,57.256,57.256,57.256,0.0
unknown_carrier_count,2.005774488697477,1,1.929,1.929,1.929,1.929,1.929,1.929,100.0
unknown_carrier_count,2.0060044826834735,1,153.523,153.523,153.523,153.523,153.523,153.523,0.0
unknown_carrier_count,2.0063678008618164,1,73.802,73.802,73.802,73.802,73.802,73.802,0.0
unknown_carrier_count,2.0068722843583693,1,17.499,17.499,17.499,17.499,17.499,17.499,0.0
unknown_carrier_count,2.0080995685502674,1,117.203,117.203,117.203,117.203,117.203,117.203,0.0
unknown_carrier_count,2.0087318647020034,1,6.908,6.908,6.908,6.908,6.908,6.908,100.0
unknown_carrier_count,2.0107865290405855,1,77.698,77.698,77.698,77.698,77.698,77.698,0.0
unknown_carrier_count,2.0114964230899934,1,37.741,37.741,37.741,37.741,37.741,37.741,0.0
unknown_carrier_count,2.0117140589367897,1,99.998,99.998,99.998,99.998,99.998,99.998,0.0
unknown_carrier_count,2.012262880942174,1,4.588,4.588,4.588,4.588,4.588,4.588,100.0
unknown_carrier_count,2.0147552742760846,1,27.852,27.852,27.852,27.852,27.852,27.852,0.0
unknown_carrier_count,2.014836736304616,1,67.771,67.771,67.771,67.771,67.771,67.771,0.0
unknown_carrier_count,2.0148867122641243,1,57.072,57.072,57.072,57.072,57.072,57.072,0.0
unknown_carrier_count,2.015160089208962,1,135.373,135.373,135.373,135.373,135.373,135.373,0.0
unknown_carrier_count,2.0151617686673595,1,10.003,10.003,10.003,10.003,10.003,10.003,0.0
unknown_carrier_count,2.015280473675503,1,73.091,73.091,73.091,73.091,73.091,73.091,0.0
unknown_carrier_count,2.0154716456713175,1,83.671,83.671,83.671,83.671,83.671,83.671,0.0
unknown_carrier_count,2.0155752851183593,1,122.003,122.003,122.003,122.003,122.003,122.003,0.0
unknown_carrier_count,2.015580255710116,1,110.762,110.762,110.762,110.762,110.762,110.762,0.0
unknown_carrier_count,2.0159067785424782,1,72.104,72.104,72.104,72.104,72.104,72.104,0.0
unknown_carrier_count,2.0159491392541056,1,57.841,57.841,57.841,57.841,57.841,57.841,0.0
unknown_carrier_count,2.016757340973826,1,119.819,119.819,119.819,119.819,119.819,119.819,0.0
unknown_carrier_count,2.017421211955472,1,61.07,61.07,61.07,61.07,61.07,61.07,0.0
unknown_carrier_count,2.017458260070848,1,107.188,107.188,107.188,107.188,107.188,107.188,0.0
unknown_carrier_count,2.017462007658688,1,69.405,69.405,69.405,69.405,69.405,69.405,0.0
unknown_carrier_count,2.0178272059268196,1,48.51,48.51,48.51,48.51,48.51,48.51,0.0
unknown_carrier_count,2.0181038088110346,1,37.563,37.563,37.563,37.563,37.563,37.563,0.0
unknown_carrier_count,2.018188275143216,1,23.108,23.108,23.108,23.108,23.108,23.108,0.0
unknown_carrier_count,2.019406607195942,1,50.524,50.524,50.524,50.524,50.524,50.524,0.0
unknown_carrier_count,2.0194887229476888,1,46.812,46.812,46.812,46.812,46.812,46.812,0.0
unknown_carrier_count,2.0198705893003415,1,47.177,47.177,47.177,47.177,47.177,47.177,0.0
unknown_carrier_count,2.020524252597121,1,36.682,36.682,36.682,36.682,36.682,36.682,0.0
unknown_carrier_count,2.0206944676373007,1,27.018,27.018,27.018,27.018,27.018,27.018,0.0
unknown_carrier_count,2.020755880661101,1,68.429,68.429,68.429,68.429,68.429,68.429,0.0
unknown_carrier_count,2.0213948831714608,1,68.239,68.239,68.239,68.239,68.239,68.239,0.0
unknown_carrier_count,2.0223318237737127,1,55.138,55.138,55.138,55.138,55.138,55.138,0.0
unknown_carrier_count,2.0225647741188344,1,18.387,18.387,18.387,18.387,18.387,18.387,0.0
unknown_carrier_count,2.0226566466252205,1,20.841,20.841,20.841,20.841,20.841,20.841,0.0
unknown_carrier_count,2.022924080343846,1,99.806,99.806,99.806,99.806,99.806,99.806,0.0
unknown_carrier_count,2.022943586556205,1,23.124,23.124,23.124,23.124,23.124,23.124,0.0
unknown_carrier_count,2.022982471243392,1,53.021,53.021,53.021,53.021,53.021,53.021,0.0
unknown_carrier_count,2.0236533201924845,1,0.222,0.222,0.222,0.222,0.222,0.222,100.0
unknown_carrier_count,2.0251956681755248,1,89.478,89.478,89.478,89.478,89.478,89.478,0.0
unknown_carrier_count,2.025403154358293,1,93.84,93.84,93.84,93.84,93.84,93.84,0.0
unknown_carrier_count,2.0254711659628892,1,42.2,42.2,42.2,42.2,42.2,42.2,0.0
unknown_carrier_count,2.02625492114143,1,66.032,66.032,66.032,66.032,66.032,66.032,0.0
unknown_carrier_count,2.0269730513983326,1,39.523,39.523,39.523,39.523,39.523,39.523,0.0
unknown_carrier_count,2.0279404350890586,1,23.406,23.406,23.406,23.406,23.406,23.406,0.0
unknown_carrier_count,2.028013121353245,1,68.734,68.734,68.734,68.734,68.734,68.734,0.0
unknown_carrier_count,2.02808300454679,1,73.936,73.936,73.936,73.936,73.936,73.936,0.0
unknown_carrier_count,2.029116123662862,1,62.128,62.128,62.128,62.128,62.128,62.128,0.0
unknown_carrier_count,2.0301695681888616,1,38.503,38.503,38.503,38.503,38.503,38.503,0.0
unknown_carrier_count,2.0311016353619884,1,68.421,68.421,68.421,68.421,68.421,68.421,0.0
unknown_carrier_count,2.032517181360006,1,39.785,39.785,39.785,39.785,39.785,39.785,0.0
unknown_carrier_count,2.034230067145897,1,54.278,54.278,54.278,54.278,54.278,54.278,0.0
unknown_carrier_count,2.0343517958629596,1,116.917,116.917,116.917,116.917,116.917,116.917,0.0
unknown_carrier_count,2.034530836199769,1,0.5,0.5,0.5,0.5,0.5,0.5,100.0
unknown_carrier_count,2.035049185619749,1,105.55,105.55,105.55,105.55,105.55,105.55,0.0
unknown_carrier_count,2.035807469984689,1,31.473,31.473,31.473,31.473,31.473,31.473,0.0
unknown_carrier_count,2.03771111056196,1,20.144,20.144,20.144,20.144,20.144,20.144,0.0
unknown_carrier_count,2.0396318812878165,1,10.473,10.473,10.473,10.473,10.473,10.473,0.0
unknown_carrier_count,2.0417566466489867,1,85.603,85.603,85.603,85.603,85.603,85.603,0.0
unknown_carrier_count,2.04176830034743,1,71.409,71.409,71.409,71.409,71.409,71.409,0.0
unknown_carrier_count,2.0432875841996103,1,40.136,40.136,40.136,40.136,40.136,40.136,0.0
unknown_carrier_count,2.0512984951767503,1,106.344,106.344,106.344,106.344,106.344,106.344,0.0
unknown_carrier_count,2.060069004580916,1,87.504,87.504,87.504,87.504,87.504,87.504,0.0
unknown_carrier_count,2.0606896086534445,1,39.739,39.739,39.739,39.739,39.739,39.739,0.0
unknown_carrier_count,2.061582987155644,1,31.999,31.999,31.999,31.999,31.999,31.999,0.0
unknown_carrier_count,2.0630550683095445,1,33.292,33.292,33.292,33.292,33.292,33.292,0.0
unknown_carrier_count,2.063716026125849,1,122.687,122.687,122.687,122.687,122.687,122.687,0.0
