id,timestamp,id_route_test_label,id_test_type,Activity.DNS Resolution Time,Activity.Remote Address,Activity.Remote IPs,Activity.Source Ports,Activity.Sub Activity,Activity.TTFB,Activity.Error,Activity.Band,Activity.LCI,Activity.ARFCN,Activity.Private IP,Activity.Activity,Activity.Connection Reset,Activity.Duplicated ACK,Activity.Duration,Activity.End TimeStamp,Activity.Fast Retransmission,Activity.Out of Order,Activity.Packet Loss Rate,Activity.Power,Activity.Public IP,Activity.Quality,Activity.SINR,Activity.Size,Activity.Spurious Retransmission,Activity.Start TimeStamp,Activity.Status,Activity.TCP Window Update,Activity.Tech,Activity.Throughput,Activity.Throughput WIFI,Activity.Start TimeStamp_parsed,Activity.End TimeStamp_parsed
542020041221088+20250825152439+Fiji-Nadi-MO-D!20250825133556,2025-08-25 03:35:45+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,268.0,2961.041540841415,10.59.112.119,MO Call,9.385318661246246e-10,2.9894408160974065e-10,105957.7161504708,2025-08-25T03:35:45.265000+02:00,9.469447296487425e-10,-1.8517939531904777e-09,-7.498568522390288e-11,-69.2707193577222,82.132.219.222,-9.657068732095276,8.898026828619772,3599.108029967644,-7.535103787027551e-10,2025-08-25T03:33:59.047000+02:00,Success,6.64894112698361e-10,HSPA+,342.49951963062665,80.46643399524494,2025-08-25 03:33:59.047000+02:00,2025-08-25 03:35:45.265000+02:00
542020041221088+20250825152459+Fiji-Nadi-MO-D!20250825133801,2025-08-25 03:37:50+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,25.0,2562.904796890384,10.39.209.89,MO Call,7.16302674353555e-10,-1.5140246187279606e-09,104579.75933219955,2025-08-25T03:37:50.558000+02:00,9.129077384945879e-10,1.3559880565026887e-09,-1.5231802940481358e-09,-69.09433587651205,82.132.247.246,-5.937290062742106,13.364745665900557,229.29485527723375,1.3137742138162026e-09,2025-08-25T03:36:05.340000+02:00,Success,8.523461274955905e-10,HSPA+,-141.5340883935895,48.34081871560915,2025-08-25 03:36:05.340000+02:00,2025-08-25 03:37:50.558000+02:00
542020041221088+20250825152519+Fiji-Nadi-MO-D!20250825134008,2025-08-25 03:39:57+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,25.0,2840.2110887306408,10.49.217.5,MO Call,-6.773774654798677e-10,7.225600209454647e-10,106257.22668770653,2025-08-25T03:39:57.077000+02:00,-1.026128596254196e-09,1.3656922395420814e-09,3.069589837921307e-10,-68.31130542912548,82.132.187.117,-8.231044366803106,13.252504007997125,-1224.4500431022052,-1.2405271818746486e-09,2025-08-25T03:38:10.922000+02:00,Success,-7.729120594300133e-10,HSPA+,196.03583580619437,-9.982029025263312,2025-08-25 03:38:10.922000+02:00,2025-08-25 03:39:57.077000+02:00
542020041221088+20250825152539+Fiji-Nadi-MO-D!20250825134211,2025-08-25 03:42:00+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,44.0,572.4340099685412,10.49.217.5,MO Call,7.600437677439983e-10,-1.460238561163018e-09,105093.85573048303,2025-08-25T03:42:00.578000+02:00,9.181317228280658e-10,9.90256881675417e-10,1.2245374627677433e-10,-73.35008642770688,82.132.187.117,-2.1152503732503316,8.307712685389042,-2914.117927003897,1.0966858286693304e-10,2025-08-25T03:40:17.456000+02:00,Success,-8.715869345291668e-10,HSPA+,333.654273408553,54.54953726138803,2025-08-25 03:40:17.456000+02:00,2025-08-25 03:42:00.578000+02:00
542020041221088+20250825152559+Fiji-Nadi-MO-D!20250825134408,2025-08-25 03:43:57+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8,144.0,2405.6397756552574,10.49.226.158,MO Call,1.868601031796652e-09,1.410139982739107e-09,99172.68627428335,2025-08-25T03:43:57.729000+02:00,-4.850708962405574e-10,-9.650916103374454e-10,8.81456618184099e-10,-59.8264505375421,82.132.247.246,-6.107851703738309,11.591132703765776,4307.619365808614,6.37697081288076e-10,2025-08-25T03:42:20.622000+02:00,Success,-2.0213937209649355e-10,HSPA+,578.821602256375,66.02154944707607,2025-08-25 03:42:20.622000+02:00,2025-08-25 03:43:57.729000+02:00
542020041221088+20250825152619+Fiji-Nadi-MO-D!20250825134607,2025-08-25 03:45:56+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,8,268.0,3139.4184970516008,10.29.232.113,MO Call,-9.046330897629217e-10,2.2360641393475076e-09,97855.99258364688,2025-08-25T03:45:56.043000+02:00,7.496949667705872e-10,-5.989294443054938e-10,7.438882438553675e-11,-75.70141356858052,82.132.185.176,-7.4669060988055005,11.602151540386785,7258.647395818356,-4.0380750408876075e-10,2025-08-25T03:44:17.961000+02:00,Failed,-9.885594992248614e-10,HSPA+,589.1249384517245,-42.37458106421453,2025-08-25 03:44:17.961000+02:00,2025-08-25 03:45:56.043000+02:00
542020041221088+20250825152659+Fiji-Nadi-MO-D!20250825134758,2025-08-25 03:47:47+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,-,,,10.49.241.91,MO Call,-1.92393606723645e-09,1.3638108392316304e-10,91510.6024122765,2025-08-25T03:47:47.409000+02:00,1.6794425561231167e-09,-1.1525284175180658e-09,-1.3069175120028628e-10,-94.94419965912198,102.62.193.37,-12.457677689880429,6.503839535954277,25687.169017756645,-6.494739669838676e-10,2025-08-25T03:46:16.326000+02:00,Failed,-6.556298806740524e-10,NR5G NSA,2844.8082509908227,1847.4044689098564,2025-08-25 03:46:16.326000+02:00,2025-08-25 03:47:47.409000+02:00
542020041221088+20250825152739+Fiji-Nadi-MO-D!20250825134958,2025-08-25 03:49:47+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,400.0,2861.9683235076327,10.49.241.91,MO Call,7.104578309016064e-11,1.0516768252037293e-09,99614.39957264271,2025-08-25T03:49:47.676000+02:00,2.060402243484794e-10,-1.0105403078411995e-09,1.0909017297315676e-09,-88.85249578518938,27.123.173.16,-7.437043982494726,5.605501542014622,238.35971106295813,4.966603517382904e-11,2025-08-25T03:48:08.560000+02:00,Success,1.7550413118607835e-09,HSPA+,272.0195504062815,23.416992220955127,2025-08-25 03:48:08.560000+02:00,2025-08-25 03:49:47.676000+02:00
542020041221088+20250825152820+Fiji-Nadi-MO-D!20250825135204,2025-08-25 03:51:53+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,55.0,48.226622002837324,10.49.248.165,MO Call,1.0403316970615453e-09,5.728636359791077e-10,104969.62854006936,2025-08-25T03:51:53.223000+02:00,9.62538968685477e-10,-1.5645737232722098e-09,4.674606454000248e-10,-87.32517334336869,No Network Available,-1.3703354848891744,7.126998508417673,4645.759333937687,-2.769022024458192e-10,2025-08-25T03:50:08.103000+02:00,Success,-3.897472863009679e-10,HSPA+,118.87609298171054,-58.62240001062069,2025-08-25 03:50:08.103000+02:00,2025-08-25 03:51:53.223000+02:00
542020041221088+20250825152900+Fiji-Nadi-MO-D!20250825135404,2025-08-25 03:53:53+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,41.0,281.1495582990124,10.49.255.18,MO Call,7.542760962390709e-10,-7.161693797614132e-10,99880.94398194266,2025-08-25T03:53:53.551000+02:00,-7.308766934655539e-10,-9.34379056866815e-10,-1.896250399684208e-10,-84.78849066177422,No Network Available,-1.9066790728992045,5.275766125735968,2767.8368275045923,-2.009213454297236e-09,2025-08-25T03:52:13.399000+02:00,Success,-1.8767164130201924e-09,HSPA+,-8.882163882301867,87.69568036000325,2025-08-25 03:52:13.399000+02:00,2025-08-25 03:53:53.551000+02:00
542020041221088+20250825152940+Fiji-Nadi-MO-D!20250825135608,2025-08-25 03:55:57+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,176.0,3008.4237923612955,10.49.3.241,MO Call,6.009168436376729e-10,1.1115908704246085e-10,102930.07145891064,2025-08-25T03:55:57.095000+02:00,1.0657723546796983e-09,8.560765331289093e-10,-4.1910147588588995e-10,-75.61279539001441,82.132.228.223,-9.551385330268104,9.923156855689925,9217.086626893775,-5.198139004699843e-10,2025-08-25T03:54:13.964000+02:00,Success,-3.241304406197327e-10,HSPA+,149.11282033204316,-2.810061066553214,2025-08-25 03:54:13.964000+02:00,2025-08-25 03:55:57.095000+02:00
542020041221088+20250825153020+Fiji-Nadi-MO-D!20250825135812,2025-08-25 03:58:01+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,75.0,220.3090200398067,10.49.8.218,MO Call,2.145003046050471e-10,6.099922897056603e-10,104371.0971348464,2025-08-25T03:58:01.480000+02:00,2.9484401725469907e-10,-1.8970417295696e-10,5.936933111175349e-10,-80.28770358346658,No Network Available,-2.264643611408361,9.985675652494164,1210.9209712371687,1.0647115337608266e-09,2025-08-25T03:56:17.352000+02:00,Success,2.118489941248171e-09,HSPA+,-202.069906342618,-106.09496962253411,2025-08-25 03:56:17.352000+02:00,2025-08-25 03:58:01.480000+02:00
542020041221088+20250825153502+Fiji-Nadi-MO-D!20250825140014,2025-08-25 04:00:03+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,152.0,2979.983639505738,10.29.13.106,MO Call,-1.1859658834860266e-10,1.1120809938826624e-09,102974.39079647353,2025-08-25T04:00:03.905000+02:00,-1.6723240991765135e-09,3.9217553399494743e-10,1.2583042734736872e-09,-78.02810666766077,82.132.184.142,-11.687665274224464,9.705836476461872,-5743.978273247609,7.222726299369659e-10,2025-08-25T03:58:21.649000+02:00,Success,9.756343146528873e-10,HSPA+,-72.41469514691696,-23.699437564907505,2025-08-25 03:58:21.649000+02:00,2025-08-25 04:00:03.905000+02:00
542020041221088+20250825153742+Fiji-Nadi-MO-D!20250825140220,2025-08-25 04:02:09+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,168.0,3047.1541877820227,10.49.16.120,MO Call,6.080060082696736e-11,-1.6106193760010775e-09,105223.16006107861,2025-08-25T04:02:09.262000+02:00,1.4264305787820213e-10,-3.141129874852099e-10,-3.585385987317761e-10,-69.02396400701116,82.132.199.101,-9.453199100383813,7.965562508652201,-3618.1522387401365,-6.706967126367072e-10,2025-08-25T04:00:24.111000+02:00,Success,-3.806104178781956e-10,HSPA+,-114.4708195815727,-5.970387762817962,2025-08-25 04:00:24.111000+02:00,2025-08-25 04:02:09.262000+02:00
542020041221088+20250825153823+Fiji-Nadi-MO-D!20250825140423,2025-08-25 04:04:12+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,168.0,2589.7313980302088,10.59.180.2,MO Call,2.9143710533273615e-10,-1.3774748025257814e-12,102925.016423159,2025-08-25T04:04:12.729000+02:00,-1.5028514711197484e-09,-1.9849447056880647e-10,2.2490138519282114e-10,-62.506319203965084,82.132.212.206,-8.880950551953944,14.26983180287275,-3286.987466598723,-8.299830933613458e-10,2025-08-25T04:02:29.600000+02:00,Success,7.146141497667887e-11,HSPA+,49.649654744060655,-18.484979868980183,2025-08-25 04:02:29.600000+02:00,2025-08-25 04:04:12.729000+02:00
542020041221088+20250825153915+Fiji-Nadi-MO-D!20250825140628,2025-08-25 04:06:17+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,168.0,2944.3364648383213,10.59.184.45,MO Call,-3.4121945335001243e-10,9.67943164537557e-10,104824.32949885928,2025-08-25T04:06:17.803000+02:00,4.664287730483958e-10,-4.964733401469604e-10,6.817892503616448e-10,-66.76596260642562,82.132.221.205,-9.499607995438618,5.566393246749076,7132.73800977208,-2.6087842453717497e-10,2025-08-25T04:04:32.676000+02:00,Success,1.3777358399710912e-09,HSPA+,10.444374358455534,33.99755249536351,2025-08-25 04:04:32.676000+02:00,2025-08-25 04:06:17.803000+02:00
542020041221088+20250825154103+Fiji-Nadi-MO-D!20250825140833,2025-08-25 04:08:22+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,168.0,3590.3633351845274,10.29.32.108,MO Call,1.3517267957985235e-09,9.285732151996979e-10,104376.52499619525,2025-08-25T04:08:22.093000+02:00,1.5132002119686675e-09,1.0383668352435121e-09,-4.766500389216607e-10,-63.31123531743067,156.160.11.174,-10.126344575571379,12.961020229959875,3649.259103922167,2.200171557174189e-09,2025-08-25T04:06:37.975000+02:00,Success,-3.1932143702758204e-10,HSPA+,-15.929855155850944,39.20727441915211,2025-08-25 04:06:37.975000+02:00,2025-08-25 04:08:22.093000+02:00
542020041221088+20250825154444+Fiji-Nadi-MO-D!20250825141037,2025-08-25 04:10:26+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,168.0,3108.4753377222273,10.49.34.46,MO Call,9.645131787263548e-11,-1.713013119650694e-09,104271.2556756224,2025-08-25T04:10:26.350000+02:00,-4.5401420038925435e-10,-1.4561808436518943e-09,-9.53353040614545e-11,-66.00064303004703,154.239.70.197,-9.071283140498219,11.291937299981013,1454.8137689364949,8.572405787759535e-10,2025-08-25T04:08:42.119000+02:00,Success,-1.8118287190754876e-09,HSPA+,216.4246392454516,3.6662687737512223,2025-08-25 04:08:42.119000+02:00,2025-08-25 04:10:26.350000+02:00
542020041221088+20250825154504+Fiji-Nadi-MO-D!20250825141235,2025-08-25 04:12:24+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,41.0,144.0,41005.88596004161,10.39.38.194,MO Call,-4.2978473591743335e-10,1.355335165126516e-09,97647.19451409658,2025-08-25T04:12:24.616000+02:00,-1.1937249205838916e-09,-5.342016825704627e-11,-1.886866940228979e-09,-88.04817960708993,197.231.207.229,-9.67447562763599,13.47026520177442,40878.38355533836,6.199661744461927e-10,2025-08-25T04:10:46.543000+02:00,Failed,-1.3233052258257043e-10,LTE CA2,3209.1633115203645,2956.0149102866685,2025-08-25 04:10:46.543000+02:00,2025-08-25 04:12:24.616000+02:00
542020041221088+20250825154705+Fiji-Nadi-MO-D!20250825141437,2025-08-25 04:14:26+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,360.0,3044.8513630881207,10.39.38.194,MO Call,9.699488771734754e-10,3.2687044442401883e-10,101158.49476186963,2025-08-25T04:14:26.273000+02:00,1.894357545907687e-09,-1.0589727020407594e-09,2.330882432166411e-09,-72.9946529683036,82.132.217.232,-10.322667658606647,7.287157652197511,2147.670976580196,-2.1825483028574528e-09,2025-08-25T04:12:45.036000+02:00,Success,-8.558485049844196e-10,HSPA+,196.72868135480826,-76.31416215653992,2025-08-25 04:12:45.036000+02:00,2025-08-25 04:14:26.273000+02:00
542020041221088+20250825155427+Fiji-Nadi-MO-D!20250825141642,2025-08-25 04:16:31+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,184.0,2920.737198730262,10.59.209.181,MO Call,9.66492193412884e-10,1.1707659101611932e-10,105877.41636663846,2025-08-25T04:16:31.792000+02:00,1.304915894104238e-09,-6.770883456004963e-10,6.291035381226208e-10,-79.03603272397284,82.132.237.227,-12.581116318574558,5.626925688642809,2316.5642174590325,-9.404254734602052e-10,2025-08-25T04:14:46.611000+02:00,Success,-8.517241699499478e-11,HSPA+,-111.2973034479694,-14.866650378533185,2025-08-25 04:14:46.611000+02:00,2025-08-25 04:16:31.792000+02:00
542020041221088+20250825155447+Fiji-Nadi-MO-D!20250825141851,2025-08-25 04:18:40+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,75.0,440.7722828228075,10.29.58.170,MO Call,2.5081486948488813e-10,5.756910436880415e-10,108622.28507067078,2025-08-25T04:18:40.330000+02:00,7.443724325901919e-10,-5.565752655021679e-10,1.1484719043230294e-09,-67.96537804321214,No Network Available,-1.9689566018852127,16.743319400847117,-6574.55032052899,5.967717829980795e-11,2025-08-25T04:16:52.194000+02:00,Success,-5.450254635602545e-10,HSPA+,83.89449955744642,50.88619029266128,2025-08-25 04:16:52.194000+02:00,2025-08-25 04:18:40.330000+02:00
542020041221088+20250825155507+Fiji-Nadi-MO-D!20250825142057,2025-08-25 04:20:46+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,360.0,3073.015268448801,10.59.219.84,MO Call,-4.3396717797945e-10,-1.8946130059857672e-09,106221.86124023095,2025-08-25T04:20:46.915000+02:00,1.2022872789405174e-09,1.061496128550477e-09,-2.861777481021122e-10,-76.7836525438398,156.160.92.189,-12.090529019237273,8.666463245790025,3309.97225556191,4.4436737324204467e-10,2025-08-25T04:19:00.761000+02:00,Success,-1.0109667188737746e-10,HSPA+,-187.94589575574324,-1.011286921044856,2025-08-25 04:19:00.761000+02:00,2025-08-25 04:20:46.915000+02:00
542020041221088+20250825155527+Fiji-Nadi-MO-D!20250825142302,2025-08-25 04:22:51+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,176.0,2759.7560281429214,10.49.64.117,MO Call,-5.948547343255273e-10,4.730293158373974e-10,104177.61239668826,2025-08-25T04:22:51.300000+02:00,2.1771389835294805e-10,5.515880237687713e-10,-7.669244773868309e-10,-70.18030506141577,46.233.82.14,-10.925453176000069,9.062485362894881,209.0610903539524,2.526033008492147e-10,2025-08-25T04:21:07.151000+02:00,Success,-1.5831286108924939e-09,HSPA+,97.06396628420273,-11.37448383182127,2025-08-25 04:21:07.151000+02:00,2025-08-25 04:22:51.300000+02:00
542020041221088+20250825155547+Fiji-Nadi-MO-D!20250825142507,2025-08-25 04:24:56+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,13.0,69.1860398072179,10.59.229.81,MO Call,-4.372355922289526e-10,5.492904729870365e-10,104749.5845493947,2025-08-25T04:24:56.646000+02:00,-1.0930089701399498e-09,4.96620464313625e-10,1.0574471826424113e-09,-81.23679256892737,No Network Available,-4.27051833503022,9.807057299196998,-2394.598200846784,-1.1736398300591026e-09,2025-08-25T04:23:11.493000+02:00,Success,-1.428625464326283e-09,HSPA+,143.98290275922005,76.63366435945849,2025-08-25 04:23:11.493000+02:00,2025-08-25 04:24:56.646000+02:00
542020041221088+20250825155727+Fiji-Nadi-MO-D!20250825142712,2025-08-25 04:27:01+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,361.0,3107.79423649712,10.29.82.9,MO Call,-4.732296748464855e-10,1.0871907816864057e-10,104401.29450158126,2025-08-25T04:27:01.051000+02:00,-1.4873950643395015e-10,-2.373848408728993e-09,9.410313221735882e-10,-84.33378994272748,82.132.235.117,-11.947996005765162,8.379605963124874,-4123.474392346638,1.7132306878188422e-09,2025-08-25T04:25:16.876000+02:00,Success,-1.9157574160298028e-10,HSPA+,-27.014855104458647,55.475364871849756,2025-08-25 04:25:16.876000+02:00,2025-08-25 04:27:01.051000+02:00
542020041221088+20250825155748+Fiji-Nadi-MO-D!20250825142917,2025-08-25 04:29:06+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,208.0,2758.037188308344,10.29.86.44,MO Call,-1.9026636055258596e-10,2.7287434604909573e-09,105545.81581903566,2025-08-25T04:29:06.741000+02:00,-3.968543967647267e-10,2.25490966151116e-09,1.583689854983611e-09,-69.16423048036218,82.132.247.10,-2.4500562167265465,14.579691606009254,2284.791692557311,5.425769585246932e-10,2025-08-25T04:27:21.588000+02:00,Success,-5.140731986919332e-10,HSPA+,-187.1566125285705,-28.02046999168753,2025-08-25 04:27:21.588000+02:00,2025-08-25 04:29:06.741000+02:00
542020041221088+20250825155808+Fiji-Nadi-MO-D!20250825143127,2025-08-25 04:31:15+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,82.0,2912.2349618219178,10.29.90.165,MO Call,-1.4589161614385651e-09,2.368179640543164e-10,109092.88513657851,2025-08-25T04:31:15.997000+02:00,5.232577129229148e-10,1.4601365757738347e-09,-6.107160700520301e-10,-58.838826366791736,82.132.235.218,-6.608315929707376,12.944529869983207,3279.3706470908655,6.666114408136914e-11,2025-08-25T04:29:26.847000+02:00,Success,-1.1822501053102065e-09,HSPA+,161.43497144974737,56.19243206836708,2025-08-25 04:29:26.847000+02:00,2025-08-25 04:31:15.997000+02:00
542020041221088+20250825155828+Fiji-Nadi-MO-D!20250825143331,2025-08-25 04:33:20+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,41.0,90.0,3652.2436653812483,10.29.96.194,MO Call,-1.6683706864469816e-09,-2.299462705878159e-10,105472.59653909708,2025-08-25T04:33:20.977000+02:00,9.300173544986993e-10,-2.382649257301217e-10,-3.4156792475215265e-10,-83.93407338451645,27.123.173.16,-7.029301565849144,14.19044265565254,49443.31417094607,-5.301563677440794e-10,2025-08-25T04:31:36.807000+02:00,Failed,-8.181388936321643e-10,LTE CA2,4264.803703389689,3601.179410671583,2025-08-25 04:31:36.807000+02:00,2025-08-25 04:33:20.977000+02:00
542020041221088+20250825155948+Fiji-Nadi-MO-D!20250825143532,2025-08-25 04:35:21+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,308.0,3120.874566015784,10.29.96.194,MO Call,-3.740295413043953e-10,4.13936286264077e-10,100737.63825569746,2025-08-25T04:35:21.854000+02:00,-6.596942799337322e-10,2.5738055167117893e-09,-6.758282160395879e-10,-80.3610451394914,156.160.11.174,-10.753598683624663,10.776401619189755,-8662.622291703496,-1.6025533540379877e-09,2025-08-25T04:33:41.709000+02:00,Success,7.393709349083876e-10,HSPA+,70.3827666966227,45.00756629661109,2025-08-25 04:33:41.709000+02:00,2025-08-25 04:35:21.854000+02:00
542020041221088+20250825160530+Fiji-Nadi-MO-D!20250825143740,2025-08-25 04:37:29+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,308.0,2863.8091689779994,10.59.8.11,MO Call,-1.835542829710685e-09,-1.0362630825673723e-09,107593.09941403611,2025-08-25T04:37:29.738000+02:00,4.990309955108112e-10,-1.4041052542971393e-09,-7.086342323301e-10,-65.54159500852023,105.82.73.173,-8.465275438422271,13.790561647689284,-1066.503175475284,1.4411185975511664e-09,2025-08-25T04:35:42.584000+02:00,Success,-4.4714605960991825e-10,HSPA+,87.6126184562395,-79.51375699444068,2025-08-25 04:35:42.584000+02:00,2025-08-25 04:37:29.738000+02:00
542020041221088+20250825162414+Fiji-Nadi-MO-D!20250825143951,2025-08-25 04:39:40+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,11.0,440.6229415854655,10.59.16.75,MO Call,5.590943475213904e-10,-1.1774214038901323e-09,110657.35412834102,2025-08-25T04:39:40.303000+02:00,1.0327676956377022e-09,-1.204183473723583e-09,-5.494601862807832e-10,-78.9902346668504,No Network Available,-5.258200590508745,7.129113557946223,4540.119421147661,6.435138167853092e-10,2025-08-25T04:37:50.147000+02:00,Success,3.7859039252924257e-11,HSPA+,146.8095403928786,16.602432751128717,2025-08-25 04:37:50.147000+02:00,2025-08-25 04:39:40.303000+02:00
542020041221088+20250825162534+Fiji-Nadi-MO-D!20250825144202,2025-08-25 04:41:51+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,,52.0,-196.85716958546828,10.49.116.223,MO Call,-5.606117432059122e-10,1.609383954387641e-10,110819.68199905119,2025-08-25T04:41:51.972000+02:00,-5.949839044890665e-10,3.888804047297208e-10,5.353519911732613e-10,-81.88297384829865,No Network Available,-2.160405385231811,6.067382621010556,3331.263151038714,-6.78802171621722e-10,2025-08-25T04:40:01.793000+02:00,Success,-6.823565263956258e-10,HSPA+,30.84342430603765,-23.700920182139164,2025-08-25 04:40:01.793000+02:00,2025-08-25 04:41:51.972000+02:00
542020041221088+20250825162554+Fiji-Nadi-MO-D!20250825144409,2025-08-25 04:43:58+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,308.0,3022.8753443797955,10.49.120.244,MO Call,-6.025588500427072e-10,-2.723740808982293e-09,105017.06168959096,2025-08-25T04:43:58.987000+02:00,2.1141276190713435e-10,1.9943230659021506e-10,7.098951959957545e-11,-65.51136664426387,46.233.83.18,-7.54853587179609,12.599315000033059,-4493.672428269491,-3.332555232108891e-10,2025-08-25T04:42:12.844000+02:00,Success,7.4189905391271e-10,HSPA+,-70.3083287095917,10.85634183452812,2025-08-25 04:42:12.844000+02:00,2025-08-25 04:43:58.987000+02:00
542020041221088+20250825162614+Fiji-Nadi-MO-D!20250825144618,2025-08-25 04:46:07+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,300.0,3375.9601550284783,10.29.125.213,MO Call,-2.4832485918091094e-10,-3.182683346338431e-10,107262.10714968122,2025-08-25T04:46:07.395000+02:00,1.2996587614214362e-09,-1.4172479877095464e-09,8.42132594392293e-11,-76.63160237141122,102.60.252.21,-8.912021981320322,12.773793066687343,-1559.7508942388563,7.668808910417936e-11,2025-08-25T04:44:19.226000+02:00,Success,-1.2650663200145685e-09,HSPA+,75.31021072441862,-31.111879329995148,2025-08-25 04:44:19.226000+02:00,2025-08-25 04:46:07.395000+02:00
542020041221088+20250825162634+Fiji-Nadi-MO-D!20250825144823,2025-08-25 04:48:11+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,90.0,3002.1905760025925,10.29.129.237,MO Call,1.3737292808209323e-10,-1.9325735200665868e-10,103732.04920954493,2025-08-25T04:48:11.990000+02:00,-8.08773226102273e-10,-1.0412603018751662e-09,6.328323634399944e-10,-74.04317343472924,82.132.199.105,-9.416551547935391,15.276784428386684,-2069.8368215626124,2.0307678394640156e-10,2025-08-25T04:46:27.843000+02:00,Success,9.7698314498054e-10,HSPA+,-221.2106200916017,-16.572277210122976,2025-08-25 04:46:27.843000+02:00,2025-08-25 04:48:11.990000+02:00
542020041221088+20250825162654+Fiji-Nadi-MO-D!20250825145025,2025-08-25 04:50:14+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,113.0,3103.7274003768393,10.59.41.68,MO Call,-3.3260102038064113e-10,9.859483636454365e-10,101895.19807962989,2025-08-25T04:50:14.642000+02:00,-8.128337848650786e-10,-3.062073203930244e-10,-1.2841557805830057e-10,-78.60206247650801,105.204.156.146,-8.888928523373249,-0.6940134178925389,5439.182434461323,4.0496378414040277e-10,2025-08-25T04:48:32.447000+02:00,Success,-7.739082950896069e-10,HSPA+,377.9057392982631,6.968124798844322,2025-08-25 04:48:32.447000+02:00,2025-08-25 04:50:14.642000+02:00
542020041221088+20250825162714+Fiji-Nadi-MO-D!20250825145235,2025-08-25 04:52:24+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,Call Block,41.0,135.0,40910.68167705323,10.59.45.160,MO Call,2.861490442902157e-10,1.3070041870150075e-09,109697.0317827302,2025-08-25T04:52:24.119000+02:00,3.3391618839910965e-10,-4.416845097624503e-11,-9.773631756714777e-10,-87.03681758895604,82.132.184.194,-8.290944435951918,14.468312320739221,56534.71992132603,-1.7768249776592446e-10,2025-08-25T04:50:35.027000+02:00,Failed,-8.975996886381736e-10,HSPA+,4576.541750354616,4386.445597287698,2025-08-25 04:50:35.027000+02:00,2025-08-25 04:52:24.119000+02:00
542020041221088+20250825162735+Fiji-Nadi-MO-D!20250825145435,2025-08-25 04:54:24+02:00,Fiji-Nadi-MO-D,MO-D,,,,,,,,8.0,121.0,2640.310411153688,10.49.142.127,MO Call,1.3962230015020118e-10,4.777128004214146e-10,101097.27701473188,2025-08-25T04:54:24.565000+02:00,1.1660099680429691e-09,-1.4480538427060803e-09,-8.713822384041337e-10,-71.01563246966212,82.132.223.25,-4.799600795456077,13.429856002468183,1665.1887837500485,-1.914382837179101e-09,2025-08-25T04:52:44.403000+02:00,Success,-8.860107229687992e-10,HSPA+,147.69310222644498,3.9405948099256847,2025-08-25 04:52:44.403000+02:00,2025-08-25 04:54:24.565000+02:00
